Condition,SystemID,ParticipantID,Trial#,Description,Meaning
isolate,NLI01,NLI011,2,bouncing ball with static square,circle bounce square
isolate,NLI01,NLI011,19,ball rolling towards square,circle slide square PFV
isolate,NLI01,NLI011,69,ball hammering a square,circle slide square
isolate,NLI01,NLI011,58,balls bouncing towards a group of squares,circle bounce squares PFV
isolate,NLI01,NLI011,70,ball bouncing back and forth off a group of squares,circle bounce squares
isolate,NLI01,NLI011,31,ball rolling towards squares,circle slide squares PFV
isolate,NLI01,NLI011,44,ball hammering a group of squares,circle slide squares
isolate,NLI01,NLI011,10,school of balls bouncing off square,circles bounce square PFV
isolate,NLI01,NLI011,53,school of balls flying back and forth off a square,circles bounce square
isolate,NLI01,NLI011,13,school of balls storm towards square,circles slide square PFV
isolate,NLI01,NLI011,8,balls bouncing off square furiously,circles slide square
isolate,NLI01,NLI011,37,school of balls moving towards squares,circles bounce squares PFV
isolate,NLI01,NLI011,7,school of balls bouncing off static squares,circles bounce squares
isolate,NLI01,NLI011,32,group of balls hit squares,circles slide squares PFV
isolate,NLI01,NLI011,74,balls hammering a group of squares,circles slide squares
isolate,NLI01,NLI011,73,square bouncing towards a ball,square bounce circle PFV
isolate,NLI01,NLI011,63,square bouncing back and forth off a ball,square bounce circle
isolate,NLI01,NLI011,62,square approaching a ball,square slide circle PFV
isolate,NLI01,NLI011,55,square hammering ball,square slide circle
isolate,NLI01,NLI011,41,square bouncing towards a group of balls,square bounce circles PFV
isolate,NLI01,NLI011,40,square bouncing back and forth a group of balls,square bounce circles
isolate,NLI01,NLI011,50,square approaching balls,square slide circles PFV
isolate,NLI01,NLI011,21,square moving back and forth a group of balls,square slide circles
isolate,NLI01,NLI011,49,school of squares approaching a ball,squares bounce circle PFV
isolate,NLI01,NLI011,22,school of squares bouncing back and forth a ball,squares bounce circle
isolate,NLI01,NLI011,26,square approaching a ball,squares slide circle PFV
isolate,NLI01,NLI011,38,squares hammering a ball,squares slide circle
isolate,NLI01,NLI011,27,group of squares moving to balls slowly,squares bounce circles PFV
isolate,NLI01,NLI011,56,school of squares flying back and forth off a group of balls,squares bounce circles
isolate,NLI01,NLI011,75,group of squares approaching group of balls,squares slide circles PFV
isolate,NLI01,NLI011,24,squares moving back and forth off a group of balls,squares slide circles
isolate,NLI01,NLI011,54,square bouncing towards a square,square bounce square PFV
isolate,NLI01,NLI011,1,flickering squares,square bounce square
isolate,NLI01,NLI011,4,squares colliding,square slide square PFV
isolate,NLI01,NLI011,35,square hitting a square repeatedly,square slide square
isolate,NLI01,NLI011,43,square bouncing towards squares,square bounce squares PFV
isolate,NLI01,NLI011,5,square bouncing off squares,square bounce squares
isolate,NLI01,NLI011,48,square moving towards squares,square slide squares PFV
isolate,NLI01,NLI011,78,square hammering another group of squares,square slide squares
isolate,NLI01,NLI011,15,school of squares flying towards square,squares bounce square PFV
isolate,NLI01,NLI011,67,group of squares flying off a square,squares bounce square
isolate,NLI01,NLI011,25,squares moving towards a ball,squares slide square PFV
isolate,NLI01,NLI011,72,squares hammering a square,squares slide square
isolate,NLI01,NLI011,18,school of squares flying towards squares slowly,squares bounce squares PFV
isolate,NLI01,NLI011,66,school of squares flying back and forth off a group of squares,squares bounce squares
isolate,NLI01,NLI011,57,group of squares approaching another group of squares,squares slide squares PFV
isolate,NLI01,NLI011,9,squares bouncing off squares,squares slide squares
isolate,NLI01,NLI011,45,ball bouncing to the right,circle bounce PFV
isolate,NLI01,NLI011,0,bouncing balls,circle bounce
isolate,NLI01,NLI011,23,ball rolling in single direction,circle slide PFV
isolate,NLI01,NLI011,34,square rolling back and forth rapidly,circle slide
isolate,NLI01,NLI011,6,moving school of balls,circles bounce PFV
isolate,NLI01,NLI011,36,school of balls flying,circles bounce
isolate,NLI01,NLI011,64,group of balls moving in a single direction,circles slide PFV
isolate,NLI01,NLI011,28,school of balls moving back and forth,circles slide
isolate,NLI01,NLI011,12,square hopping around,square bounce PFV
isolate,NLI01,NLI011,30,square bouncing back and forth,square bounce
isolate,NLI01,NLI011,33,square moving to the right,square slide PFV
isolate,NLI01,NLI011,59,square moving back and forth,square slide
isolate,NLI01,NLI011,51,school of squares flying ,squares bounce PFV
isolate,NLI01,NLI011,11,school of squares flying about,squares bounce
isolate,NLI01,NLI011,52,group of squares moving in a direction,squares slide PFV
isolate,NLI01,NLI011,65,group of squares in a hammering motion,squares slide
isolate,NLI02,NLI021,13,pink circle hops over to meet up with his friend,circle bounce circle PFV
isolate,NLI02,NLI021,41,pink circle rests while other pink circle freaks out,circle bounce circle
isolate,NLI02,NLI021,34,pink circle slides to the left to meet pink circle no two,circle slide circle PFV
isolate,NLI02,NLI021,64,pink circle moves back and forth while another pink circle does nothing,circle slide circle
isolate,NLI02,NLI021,58,pink circle skips over to rejoin the group,circle bounce circles PFV
isolate,NLI02,NLI021,36,pink circles watch as one of their number hops around,circle bounce circles
isolate,NLI02,NLI021,10,pink circle zips over to join other pink circles,circle slide circles PFV
isolate,NLI02,NLI021,55,pink circle bounces back and forth between his group and nothing,circle slide circles
isolate,NLI02,NLI021,48,pink circles hop over and consume another pink circle ,circles bounce circle PFV
isolate,NLI02,NLI021,45,pink circles jump back and forth while one of their number watches from the outside,circles bounce circle
isolate,NLI02,NLI021,21,pink circles consume a single pink circle,circles slide circle PFV
isolate,NLI02,NLI021,0,a group of pink circles approach and move away from a single pink circle,circles slide circle
isolate,NLI02,NLI021,46,pink circles hop over and join other pink circles,circles bounce circles PFV
isolate,NLI02,NLI021,60,a group of pink circles tries to interest another group in a massive group dance,circles bounce circles
isolate,NLI02,NLI021,38,pink circles join some other pink circles,circles slide circles PFV
isolate,NLI02,NLI021,68,a group of pink circles move back and forth toward another group of circles,circles slide circles
isolate,NLI02,NLI021,78,circle bounces over to join square,circle bounce square PFV
isolate,NLI02,NLI021,29,pink circle jumps between the wall and the pink square,circle bounce square
isolate,NLI02,NLI021,17,pink circles slides across to pink square on the left,circle slide square PFV
isolate,NLI02,NLI021,19,pink circle bounces back and forth between pink square and the wall,circle slide square
isolate,NLI02,NLI021,31,pink circle joins some pink squares,circle bounce squares PFV
isolate,NLI02,NLI021,66,pink circle shimmies toward and away from a group of pink squares,circle bounce squares
isolate,NLI02,NLI021,72,circle slides over to squares,circle slide squares PFV
isolate,NLI02,NLI021,74,pink square creature plays horizontal yo yo,circle slide squares
isolate,NLI02,NLI021,5,pink circles head over to pink square to hang out,circles bounce square PFV
isolate,NLI02,NLI021,1,a group of pink circles hop up and down on their way to and from a pink square,circles bounce square
isolate,NLI02,NLI021,71,pink circles slide over to pink square,circles slide square PFV
isolate,NLI02,NLI021,16,a group of pink circles alternatively approach and avoid pink square,circles slide square
isolate,NLI02,NLI021,28,pink circles hop over to pink squares,circles bounce squares PFV
isolate,NLI02,NLI021,12,pink circles keep changing their mind about whether or not they want to join pink squares,circles bounce squares
isolate,NLI02,NLI021,11,pink circles slide over to pink squares,circles slide squares PFV
isolate,NLI02,NLI021,43,pink circles want to hang out with pink squares but keep getting too nervous,circles slide squares
isolate,NLI02,NLI021,79,square bounces over to join circle,square bounce circle PFV
isolate,NLI02,NLI021,69,pink square hops about next to a stationary pink circle,square bounce circle
isolate,NLI02,NLI021,15,pink square is pulled by some attractive force toward pink circle,square slide circle PFV
isolate,NLI02,NLI021,75,square skates between the edge of the screen and a circle,square slide circle
isolate,NLI02,NLI021,33,pink square jumps over to meet pink circles,square bounce circles PFV
isolate,NLI02,NLI021,67,pink square also shimmies toward and away from a group of pink circles,square bounce circles
isolate,NLI02,NLI021,70,pink square slides over to pink circles,square slide circles PFV
isolate,NLI02,NLI021,26,pink square slides back and forth between pink circles and the edge of the screen,square slide circles
isolate,NLI02,NLI021,25,the march of pink squares is stopped by a single pink circle,squares bounce circle PFV
isolate,NLI02,NLI021,35,pink squares cant make up their mind about whether or not to stay with pink circle,squares bounce circle
isolate,NLI02,NLI021,52,pink squares slide over to check out pink circle,squares slide circle PFV
isolate,NLI02,NLI021,7,a bunch of pink squares slide over to a pink circle and away again,squares slide circle
isolate,NLI02,NLI021,73,squares hop over to join circles,squares bounce circles PFV
isolate,NLI02,NLI021,51,pink squares approach pink circles and then decide against it  twice,squares bounce circles
isolate,NLI02,NLI021,22,pink squares head over to pink circles and overlap a bit,squares slide circles PFV
isolate,NLI02,NLI021,37,pink squares repeatedly approach and move away from pink circles,squares slide circles
isolate,NLI02,NLI021,65,pink square waits while other pink square catches up,square bounce square PFV
isolate,NLI02,NLI021,23,pink square hops excitedly back and forth between another pink square and the edge of the screen,square bounce square
isolate,NLI02,NLI021,20,pink square goes over to see pink squares buddy,square slide square PFV
isolate,NLI02,NLI021,47,pink circle slides back and forth while another pink circle does nothing,square slide square
isolate,NLI02,NLI021,3,pink square hops over to a group of her pink square buddies,square bounce squares PFV
isolate,NLI02,NLI021,76,pink circle hops toward and away from the group,square bounce squares
isolate,NLI02,NLI021,39,pink square joins her pink square friends,square slide squares PFV
isolate,NLI02,NLI021,63,pink squares slides back and forth between the edge of the screen and some other squares,square slide squares
isolate,NLI02,NLI021,32,pink squares hop over to their longlost compatriot,squares bounce square PFV
isolate,NLI02,NLI021,77,squares creep around while around stands guard,squares bounce square
isolate,NLI02,NLI021,59,pink squares are reunited with a lost member,squares slide square PFV
isolate,NLI02,NLI021,9,pink squares move toward and away from another of their group,squares slide square
isolate,NLI02,NLI021,4,a group of pink squares walk over and join another group of pink squares,squares bounce squares PFV
isolate,NLI02,NLI021,24,pink squares hop over to other pink squares but decide they dont want to hang out after all,squares bounce squares
isolate,NLI02,NLI021,42,two pink square groups merge,squares slide squares PFV
isolate,NLI02,NLI021,27,pink squares alternatively approach and touch then move away from other pink squares,squares slide squares
isolate,NLI02,NLI021,50,pink circle hops to the right,circle bounce PFV
isolate,NLI02,NLI021,2,pink circle is excited and hops up and down back and forth,circle bounce
isolate,NLI02,NLI021,14,pink circle slides to the left,circle slide PFV
isolate,NLI02,NLI021,57,pink circle pings back and forth,circle slide
isolate,NLI02,NLI021,8,pink circles hop toward the left,circles bounce PFV
isolate,NLI02,NLI021,56,pink circles dance back and forth,circles bounce
isolate,NLI02,NLI021,6,a bunch of pink circles slide to the left,circles slide PFV
isolate,NLI02,NLI021,53,pink circles oscillate back and forth,circles slide
isolate,NLI02,NLI021,61,pink square hops to the right,square bounce PFV
isolate,NLI02,NLI021,54,pink square hops about,square bounce
isolate,NLI02,NLI021,18,pink square zooms to the left,square slide PFV
isolate,NLI02,NLI021,62,pink square slides around like a hockey puck,square slide
isolate,NLI02,NLI021,44,pink circles scamper to the left,squares bounce PFV
isolate,NLI02,NLI021,30,pink squares vibrate back and forth across the screen,squares bounce
isolate,NLI02,NLI021,49,a bunch of squares slides to the left,squares slide PFV
isolate,NLI02,NLI021,40,pink squares move back and forth in unison,squares slide
isolate,NLI03,NLI031,60,a lone shakey circle went over to join another lone static circle,circle bounce circle PFV
isolate,NLI03,NLI031,43,a shakey circle attacked a static circle from distance retreated and repeated,circle bounce circle
isolate,NLI03,NLI031,3,a pink circle went and join another pink circle,circle slide circle PFV
isolate,NLI03,NLI031,77,a lone circle sped in from distance to attack another lone circle sped away and repeated,circle slide circle
isolate,NLI03,NLI031,56,a shakey circle went over to join a large group of static circles,circle bounce circles PFV
isolate,NLI03,NLI031,24,a large group of circles were attacked by a long shakey circles which then retreated and attacked again,circle bounce circles
isolate,NLI03,NLI031,59,a circle sped over to join a large group of circles,circle slide circles PFV
isolate,NLI03,NLI031,28,a lone circles ran in and attacked a group of circles retreated and did this repeatedly,circle slide circles
isolate,NLI03,NLI031,36,a large group of shakey circles moved over to a small circle where they halted in a large disperse group,circles bounce circle PFV
isolate,NLI03,NLI031,34,a large group of shakey circles slowly moved in and out attacking a lone circle,circles bounce circle
isolate,NLI03,NLI031,31,a disperse group of circles went to join a lone circle,circles slide circle PFV
isolate,NLI03,NLI031,40,a large group of circles attacked repeatedly a lone circle,circles slide circle
isolate,NLI03,NLI031,5,a disorganised group of pink circles joined a static group of pink circles,circles bounce circles PFV
isolate,NLI03,NLI031,45,a large shakey group of circles slowly repeatedly attacking another large group of circles,circles bounce circles
isolate,NLI03,NLI031,16,a group of pink circles sped over to meet another static group of pink circle,circles slide circles PFV
isolate,NLI03,NLI031,68,a disperse group of circles sped back and forth attacking a smaller group of circles,circles slide circles
isolate,NLI03,NLI031,52,a shakey circle went over to join a static square,circle bounce square PFV
isolate,NLI03,NLI031,51,a shakey circle attacked a lone square from distance retreated and did it several times,circle bounce square
isolate,NLI03,NLI031,61,a lone circle sped over to join a lone square,circle slide square PFV
isolate,NLI03,NLI031,29,a lone circle attacked a lone square retreate and repeated this,circle slide square
isolate,NLI03,NLI031,65,a shakey circle went over to join a clustered group of squares,circle bounce squares PFV
isolate,NLI03,NLI031,71,a shakey circle slowly moved back and forth from a distance attacking a group of clustered squares,circle bounce squares
isolate,NLI03,NLI031,57,a circle sped over to join a large group of squares,circle slide squares PFV
isolate,NLI03,NLI031,73,a lone circle sped back and forth from distance attacking a large group of squares,circle slide squares
isolate,NLI03,NLI031,32,a shakey group of circles went to join a lone square when they halted in a dispersed fashion,circles bounce square PFV
isolate,NLI03,NLI031,47,a shakey group of circles slowly and repeatedly attacked a lone static square,circles bounce square
isolate,NLI03,NLI031,9,a group of pink circles sped over to join a lone pink square,circles slide square PFV
isolate,NLI03,NLI031,19,a long pink square was repeatedly attacked by a large group of pink squares,circles slide square
isolate,NLI03,NLI031,18,a shakey group of pink circles went over slowly to join a clustered group of pink squares,circles bounce squares PFV
isolate,NLI03,NLI031,64,a large disperse shakey group of circles went slowly back and forth attacking a group of square,circles bounce squares
isolate,NLI03,NLI031,26,a spread out group of circles went over to join a clustered group of squares,circles slide squares PFV
isolate,NLI03,NLI031,20,a clustered group of pink squares were repeatedly attacked by a group of pink circles,circles slide squares
isolate,NLI03,NLI031,74,a shakey square slowly went over to join a static lone circle,square bounce circle PFV
isolate,NLI03,NLI031,15,a shakey pink square slowly attacked a lone pink circle and retreated a couple of times,square bounce circle
isolate,NLI03,NLI031,13,a pink square sped over to join a lonely pink circle,square slide circle PFV
isolate,NLI03,NLI031,69,a lone square sped back and forth from distancece attacking a lone circle,square slide circle
isolate,NLI03,NLI031,6,a shakey square went over to join a group of pink squares,square bounce circles PFV
isolate,NLI03,NLI031,42,a shakey square slowly attacked a large group of circles and retreated doing this several times,square bounce circles
isolate,NLI03,NLI031,2,the pink square went and joined a group of pink circles,square slide circles PFV
isolate,NLI03,NLI031,1,a pink square was attacking a group on pink circles from a distance retreating and repeating,square slide circles
isolate,NLI03,NLI031,14,a shakey group of pink squares moved slowly over to join a lone pink circle,squares bounce circle PFV
isolate,NLI03,NLI031,39,a group of large shakey squares went over slowly to attack a lone circle and repeated,squares bounce circle
isolate,NLI03,NLI031,78,a disperse large group of squares sped in to join a lone circle,squares slide circle PFV
isolate,NLI03,NLI031,7,a group of pink squares repeatedly attacked a pink circle,squares slide circle
isolate,NLI03,NLI031,79,a shakey group of squares slowly went over to join a group of circles,squares bounce circles PFV
isolate,NLI03,NLI031,62,a shakey group of squares slowly went back and forth attacking a group of circles,squares bounce circles
isolate,NLI03,NLI031,49,a large group of squares sped over to join a group of circles,squares slide circles PFV
isolate,NLI03,NLI031,17,a group of pink circles were repeatedly attacked by a group of red squares,squares slide circles
isolate,NLI03,NLI031,38,a shakey square went over to join a lone static square,square bounce square PFV
isolate,NLI03,NLI031,53,a shakey square went slowly back and forth attacked a lone static square,square bounce square
isolate,NLI03,NLI031,55,a lone square sped over to join another lone square,square slide square PFV
isolate,NLI03,NLI031,44,a square sped over to attack a static lone square sped back and repeated,square slide square
isolate,NLI03,NLI031,30,a shakey square went to join a large clustered group of squares,square bounce squares PFV
isolate,NLI03,NLI031,76,a shakey square slowly went back and forth attacking a large group of squares,square bounce squares
isolate,NLI03,NLI031,70,a lone square went over to join a larger group of squares,square slide squares PFV
isolate,NLI03,NLI031,50,a lone square sped in from distance to attack a large clustered group of squares sped away and repeated,square slide squares
isolate,NLI03,NLI031,8,a disorganised group of pink squares went over to join a lone static pink square,squares bounce square PFV
isolate,NLI03,NLI031,23,a lone square was repeatedly slowly attacked by a large group of shakey squares,squares bounce square
isolate,NLI03,NLI031,12,a group of pink squares sped over to join a lone pink square,squares slide square PFV
isolate,NLI03,NLI031,0,a group of pink squares were attacking an individual pink square,squares slide square
isolate,NLI03,NLI031,4,a very disoraganised group of pink squares went and joined a static group of pink squares,squares bounce squares PFV
isolate,NLI03,NLI031,25,a clustered group of squares were slowly attacked by another group of shakey squares,squares bounce squares
isolate,NLI03,NLI031,67,a disperse group of squares sped over to join a clustered group of squares,squares slide squares PFV
isolate,NLI03,NLI031,72,a group of squares sped back and forth attacking a clustered group of squares,squares slide squares
isolate,NLI03,NLI031,10,a shakey pink circle moved over to halt in a specific spot,circle bounce PFV
isolate,NLI03,NLI031,35,a shakey circle moved back and forth,circle bounce
isolate,NLI03,NLI031,41,a lone circle sped across until it came to a halt,circle slide PFV
isolate,NLI03,NLI031,54,a lone square sped back and forth,circle slide
isolate,NLI03,NLI031,37,a large group of shakey circles moved slowly over where they halted in a large disperse group,circles bounce PFV
isolate,NLI03,NLI031,21,a shakey group of pink circles kept moving back and forth,circles bounce
isolate,NLI03,NLI031,46,a large group of circles sped over until they came to a halt,circles slide PFV
isolate,NLI03,NLI031,48,a large group of circles sped back and forth,circles slide
isolate,NLI03,NLI031,66,a shakey square slowly went over until it came to a halt,square bounce PFV
isolate,NLI03,NLI031,63,a shakey lone square went slowly back and forth,square bounce
isolate,NLI03,NLI031,22,a lone pink square sped over until it came to a stand still,square slide PFV
isolate,NLI03,NLI031,58,a lone square sped back and forth,square slide
isolate,NLI03,NLI031,11,a shakey group of pink squares moved over until coming to a stand still in a static organised formaiton,squares bounce PFV
isolate,NLI03,NLI031,27,a clustered group of shakey squares moved back and forth,squares bounce
isolate,NLI03,NLI031,33,a group of squares sped over and came to a halt,squares slide PFV
isolate,NLI03,NLI031,75,a large group of squares sped back and forth,squares slide
isolate,NLI04,NLI041,31,bouncy ball moving toward sitting ball,circle bounce circle PFV
isolate,NLI04,NLI041,65,bouncing ball to ball,circle bounce circle
isolate,NLI04,NLI041,40,ball straight to ball,circle slide circle PFV
isolate,NLI04,NLI041,62,ball to ball,circle slide circle
isolate,NLI04,NLI041,21,bouncy ball moving toward sitting balls,circle bounce circles PFV
isolate,NLI04,NLI041,14,bouncy ball hitting group of balls,circle bounce circles
isolate,NLI04,NLI041,74,ball to balls,circle slide circles PFV
isolate,NLI04,NLI041,1,pink ball bouncing off a group of pink balls,circle slide circles
isolate,NLI04,NLI041,2,group of randomly bouncing pink balls hitting a sitting pink ball,circles bounce circle PFV
isolate,NLI04,NLI041,27,bouncy balls moving toward sitting ball,circles bounce circle
isolate,NLI04,NLI041,73,balls to ball,circles slide circle PFV
isolate,NLI04,NLI041,56,balls hitting off ball,circles slide circle
isolate,NLI04,NLI041,22,bouncy balls moving toward sitting balls,circles bounce circles PFV
isolate,NLI04,NLI041,24,bouncy balls hitting off sitting balls,circles bounce circles
isolate,NLI04,NLI041,66,balls to balls,circles slide circles PFV
isolate,NLI04,NLI041,42,group of balls back and forth to sitting balls,circles slide circles
isolate,NLI04,NLI041,34,bouncy ball to square,circle bounce square PFV
isolate,NLI04,NLI041,13,single bouncy ball hitting off sitting square,circle bounce square
isolate,NLI04,NLI041,0,pink ball hitting a pink square,circle slide square PFV
isolate,NLI04,NLI041,32,ball hitting off square,circle slide square
isolate,NLI04,NLI041,51,bouncy ball to squares,circle bounce squares PFV
isolate,NLI04,NLI041,35,bouncy ball off group of squares,circle bounce squares
isolate,NLI04,NLI041,36,ball to group of squares,circle slide squares PFV
isolate,NLI04,NLI041,37,ball hitting off group of squares,circle slide squares
isolate,NLI04,NLI041,9,bouncing balls moving toward sitting square,circles bounce square PFV
isolate,NLI04,NLI041,17,bouncy balls hitting off sitting square,circles bounce square
isolate,NLI04,NLI041,38,group of balls to square,circles slide square PFV
isolate,NLI04,NLI041,79,balls hitting off square,circles slide square
isolate,NLI04,NLI041,76,bouncy balls to squares,circles bounce squares PFV
isolate,NLI04,NLI041,8,bouncing balls bouncing off of group of squares,circles bounce squares
isolate,NLI04,NLI041,67,balls to squares,circles slide squares PFV
isolate,NLI04,NLI041,55,balls back and forth to squares,circles slide squares
isolate,NLI04,NLI041,53,bouncy square to ball,square bounce circle PFV
isolate,NLI04,NLI041,29,bouncy square moving off sitting ball,square bounce circle
isolate,NLI04,NLI041,20,square moving directly to sitting ball,square slide circle PFV
isolate,NLI04,NLI041,30,square hitting off sitting ball,square slide circle
isolate,NLI04,NLI041,44,bouncy square to balls,square bounce circles PFV
isolate,NLI04,NLI041,50,bouncing square to balls,square bounce circles
isolate,NLI04,NLI041,75,square to balls,square slide circles PFV
isolate,NLI04,NLI041,18,square hitting off group of balls,square slide circles
isolate,NLI04,NLI041,45,bouncy squares to ball,squares bounce circle PFV
isolate,NLI04,NLI041,78,bouncy squares hitting off ball,squares bounce circle
isolate,NLI04,NLI041,7,group of squares moving toward ball on the left,squares slide circle PFV
isolate,NLI04,NLI041,28,squares bouncing off sitting ball,squares slide circle
isolate,NLI04,NLI041,71,bouncy squares to balls,squares bounce circles PFV
isolate,NLI04,NLI041,19,bouncy squares hitting off sitting balls,squares bounce circles
isolate,NLI04,NLI041,47,squares to balls,squares slide circles PFV
isolate,NLI04,NLI041,25,squares hitting off sitting balls,squares slide circles
isolate,NLI04,NLI041,26,bouncy square moving toward sitting square,square bounce square PFV
isolate,NLI04,NLI041,72,bouncy square hitting square,square bounce square
isolate,NLI04,NLI041,58,square to square,square slide square PFV
isolate,NLI04,NLI041,5,square bouncing off sitting square on the left,square slide square
isolate,NLI04,NLI041,68,bouncing square to squares,square bounce squares PFV
isolate,NLI04,NLI041,12,bouncing square bouncing off group of sitting squares,square bounce squares
isolate,NLI04,NLI041,33,square to group of squares,square slide squares PFV
isolate,NLI04,NLI041,48,square back and forth to squares,square slide squares
isolate,NLI04,NLI041,6,bouncing squares hitting a sitting square on the left,squares bounce square PFV
isolate,NLI04,NLI041,46,bouncy squares to square,squares bounce square
isolate,NLI04,NLI041,69,squares to square,squares slide square PFV
isolate,NLI04,NLI041,4,squares bouncing off a sitting square,squares slide square
isolate,NLI04,NLI041,39,bouncy squares to group of squares,squares bounce squares PFV
isolate,NLI04,NLI041,57,bouncing squares off squares,squares bounce squares
isolate,NLI04,NLI041,64,squares to squares,squares slide squares PFV
isolate,NLI04,NLI041,70,squares sliding to squares,squares slide squares
isolate,NLI04,NLI041,43,bouncy ball,circle bounce PFV
isolate,NLI04,NLI041,11,one ball bouncing back and forth,circle bounce
isolate,NLI04,NLI041,15,bouncing ball going right to left,circle slide PFV
isolate,NLI04,NLI041,60,ball back and forth,circle slide
isolate,NLI04,NLI041,3,randomly bouncing pink balls,circles bounce PFV
isolate,NLI04,NLI041,10,bouncing balls moving back and forth,circles bounce
isolate,NLI04,NLI041,59,sliding balls,circles slide PFV
isolate,NLI04,NLI041,49,balls moving,circles slide
isolate,NLI04,NLI041,16,bouncy square going right to left,square bounce PFV
isolate,NLI04,NLI041,41,bouncy square,square bounce
isolate,NLI04,NLI041,63,sliding square,square slide PFV
isolate,NLI04,NLI041,52,moving square,square slide
isolate,NLI04,NLI041,77,bouncy squares,squares bounce PFV
isolate,NLI04,NLI041,23,bouncy squares moving back and forth,squares bounce
isolate,NLI04,NLI041,61,sliding squares,squares slide PFV
isolate,NLI04,NLI041,54,moving squares,squares slide
isolate,NLI05,NLI051,27,circle hops up to another circle,circle bounce circle PFV
isolate,NLI05,NLI051,47,circle hops up to and away from other circle,circle bounce circle
isolate,NLI05,NLI051,31,circle rejoins another circle,circle slide circle PFV
isolate,NLI05,NLI051,18,circle running toward and away from another circle,circle slide circle
isolate,NLI05,NLI051,54,circle rejoins other circle,circle bounce circles PFV
isolate,NLI05,NLI051,67,circle hops up to and away from other circles,circle bounce circles
isolate,NLI05,NLI051,11,circle running to rejoin its group,circle slide circles PFV
isolate,NLI05,NLI051,22,circle running out and back from its group,circle slide circles
isolate,NLI05,NLI051,2,organism of circles approaching and joining with a lone circle,circles bounce circle PFV
isolate,NLI05,NLI051,38,circle group approaches and withdraws from lone circle,circles bounce circle
isolate,NLI05,NLI051,56,group collects lone circle,circles slide circle PFV
isolate,NLI05,NLI051,24,circles rushing up to and away from a lone circle,circles slide circle
isolate,NLI05,NLI051,23,two circle groups merging,circles bounce circles PFV
isolate,NLI05,NLI051,34,circle group hops up to and away from another group of circles,circles bounce circles
isolate,NLI05,NLI051,64,circles rush other circles,circles slide circles PFV
isolate,NLI05,NLI051,59,circles rush and withdraw from other circle group,circles slide circles
isolate,NLI05,NLI051,45,circle hops up to square,circle bounce square PFV
isolate,NLI05,NLI051,50,circle hops up to and away from square,circle bounce square
isolate,NLI05,NLI051,72,circle approaches square,circle slide square PFV
isolate,NLI05,NLI051,66,circle runs toward and away from square,circle slide square
isolate,NLI05,NLI051,14,circle hopping up to some squares,circle bounce squares PFV
isolate,NLI05,NLI051,10,circle hopping up to and away from a square group,circle bounce squares
isolate,NLI05,NLI051,30,circle approaches squares,circle slide squares PFV
isolate,NLI05,NLI051,35,circles paces toward and away from group of squares,circle slide squares
isolate,NLI05,NLI051,44,circles approach square,circles bounce square PFV
isolate,NLI05,NLI051,63,circle group hops up to and away from square,circles bounce square
isolate,NLI05,NLI051,71,circle group approaches square,circles slide square PFV
isolate,NLI05,NLI051,51,circle group rushes up to and away from lone square,circles slide square
isolate,NLI05,NLI051,65,circles approach squares,circles bounce squares PFV
isolate,NLI05,NLI051,12,circle leading its group up to and away from a stationary squares,circles bounce squares
isolate,NLI05,NLI051,4,circle group charging a square group,circles slide squares PFV
isolate,NLI05,NLI051,40,circle group rushes toward and away from square group,circles slide squares
isolate,NLI05,NLI051,57,square hops up to circle,square bounce circle PFV
isolate,NLI05,NLI051,46,square hops up to and away from circle,square bounce circle
isolate,NLI05,NLI051,26,square approaches circle,square slide circle PFV
isolate,NLI05,NLI051,37,square approaches and withdraws from circle,square slide circle
isolate,NLI05,NLI051,8,square hopping up to some stationary circles,square bounce circles PFV
isolate,NLI05,NLI051,70,square hops up to and away from circles,square bounce circles
isolate,NLI05,NLI051,15,square rushing up to some circles,square slide circles PFV
isolate,NLI05,NLI051,42,square rushed toward and withdraws from circle group,square slide circles
isolate,NLI05,NLI051,49,squares plod up to circle,squares bounce circle PFV
isolate,NLI05,NLI051,20,squares waddling up to and away from a circle,squares bounce circle
isolate,NLI05,NLI051,75,squares rush up to circle,squares slide circle PFV
isolate,NLI05,NLI051,21,squares rushing up to and away from a circle,squares slide circle
isolate,NLI05,NLI051,52,squares plod up to circles,squares bounce circles PFV
isolate,NLI05,NLI051,1,organism of squares approaching and receding from a stationary group of circles,squares bounce circles
isolate,NLI05,NLI051,73,squares approach circles,squares slide circles PFV
isolate,NLI05,NLI051,9,squares repeatedly ramming a circle group,squares slide circles
isolate,NLI05,NLI051,6,square hopping up to another square,square bounce square PFV
isolate,NLI05,NLI051,76,square hops back and forth from other square,square bounce square
isolate,NLI05,NLI051,29,square approaches another square,square slide square PFV
isolate,NLI05,NLI051,5,square running toward and away from a stationary square,square slide square
isolate,NLI05,NLI051,53,square rejoins other squares,square bounce squares PFV
isolate,NLI05,NLI051,33,square hops up to and away from other squares group,square bounce squares
isolate,NLI05,NLI051,78,square rejoins its group,square slide squares PFV
isolate,NLI05,NLI051,79,square runs back and forth from its group,square slide squares
isolate,NLI05,NLI051,62,waddling squares collect lone square,squares bounce square PFV
isolate,NLI05,NLI051,39,square group approaches and withdraws from lone square,squares bounce square
isolate,NLI05,NLI051,17,squares rejoining their lone member,squares slide square PFV
